ticket_id,report_time,address,district,subdistrict,status,description,resolution,reporting_agency,tags,upvotes,image_url,latitude,longitude,source,received_time
2025-HRLLVZ,6 พ.ค. 68 21:18 น.,515 ถ. หทัยราษฎร์ แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,เขตคลองสามวา,แขวงบางชัน,รอรับเรื่อง 16 นาทีที่แล้ว,"📢🔊🚥แจ้งป้ายไฟสัญญานจราจรทางข้ามขัดข้อง ไฟกระพริบดับ😱
*️⃣หมายเลข ตามภาพแนบ
💥👉ส่งต่อ สำนักการจรา...เพิ่มเติม",ดำเนินการ: -,,"อุปกรณ์ชำรุด, ถนน",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/f19f2a50d2c9193dc8d638b4216f7f14.jpg,13.8473877303652,100.720718353987,kafka,2025-05-06T15:44:37.643860
2025-YVT2UZ,6 พ.ค. 68 21:36 น.,493 ถนน รามคำแหง แขวงหัวหมาก บางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,แขวงหัวหมาก,,รอรับเรื่อง 2 นาทีที่แล้ว,ขอแจ้งปัญหาความไม่สะดวก และความไม่ปลอดภัย บริเวณ ซอยรามคำแหง 53/1 ( หน้าธนาคารทหารไทย ) ดังนี้ ด้านซ...เพิ่มเติม,ดำเนินการ: -,,"ทางเท้า, หาบเร่แผงลอย, สายสื่อสาร, จุดเสี่ยง",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/b7596ec7a30c84c282954698cace18e3.jpg,13.7547621861301,100.645283449218,kafka,2025-05-06T15:44:37.644859
2025-M6JM4C,6 พ.ค. 68 21:35 น.,111 ถนน ราชดำริ ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,เขตปทุมวัน,,รอรับเรื่อง 2 นาทีที่แล้ว,หน้าเซ็นทรัลเวิลด์ตรงเวลาเลื่อนมีคนขอทานมานั่งขอทานฝากที่เทศกิจมาดูด้วยนะครับแทบทุกวันเลยครับ,ดำเนินการ: -,,"คนเร่ร่อน, ความสะอาด, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/fad53477e9739131fd10faf5156e3db7.jpg,13.7479596159671,100.542212241606,kafka,2025-05-06T15:44:37.645861
2025-LWKRVG,6 พ.ค. 68 21:35 น.,432/866 ซอย หมู่บ้านวิเศษสุขนคร 18/16 แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,เขตทุ่งครุ,แขวงทุ่งครุ,รอรับเรื่อง 2 นาทีที่แล้ว,ความเดือนร้อน ! การทำท่อ เข้าใจเสมอมาว่าทำท่อ ต้องเดือดร้อนตั้งแต่เริ่มทำวันแรก เพราะอยู่ท้ายซอย ตั้...เพิ่มเติม,ดำเนินการ: -,,"ถนน, ขอความช่วยเหลือ, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/6aae2824360ac80a7665eece1d883e25.jpg,13.6109100434923,100.51216877657593,kafka,2025-05-06T15:44:37.646861
2025-9G87Z4,6 พ.ค. 68 21:35 น.,14/2 ซอย แม่เนี้ยว แยก 4 แขวงรัชดาภิเษก เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,เขตดินแดง,แขวงรัชดาภิเษก,รอรับเรื่อง 2 นาทีที่แล้ว,รถขยะ มาเก็บขยะในซอย แต่มาจอดนานมากประมาณ 1 ชั่วโมง เนื่องจากพนักงานมัวแต่คัดขวดไปขาย ทำให้การจัดเก็...เพิ่มเติม,ดำเนินการ: -,,"ความสะอาด, ถนน",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/be298726f2536110a976fed668de5a2a.jpg,13.7722830572084,100.55913636272831,kafka,2025-05-06T15:44:37.648862
2025-A9EV4F,6 พ.ค. 68 21:34 น.,64/123 ถนน สวนผัก แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,เขตตลิ่งชัน,แขวงฉิมพลี,รอรับเรื่อง 3 นาทีที่แล้ว,มีการขุดเจาะถนนเสียงดังรบกวน เสียงดังมาก ในเวลานี้,ดำเนินการ: -,,"เสียง, ถนน, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/bee1ceaf1cfe2497f5ea7a8bdf239fac.jpg,13.792772224512149,100.42667465649954,kafka,2025-05-06T15:44:37.649859
2025-KE4LV4,6 พ.ค. 68 21:34 น.,29/22 ถ. เพิ่มสิน แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,เขตสายไหม,แขวงคลองถนน,รอรับเรื่อง 3 นาทีที่แล้ว,เสียงเพลงรถกะบะเปิดดังรบกวนเสียงเบสเสียงหนักๆ,ดำเนินการ: -,,เสียง,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/6984c79e28c86b4da4cea2a56a7d5484.jpg,13.9001967028341,100.632537372188,kafka,2025-05-06T15:44:37.650859
2025-YVT2UZ,6 พ.ค. 68 21:36 น.,493 ถนน รามคำแหง แขวงหัวหมาก บางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,แขวงหัวหมาก,,รอรับเรื่อง 5 นาทีที่แล้ว,ขอแจ้งปัญหาความไม่สะดวก และความไม่ปลอดภัย บริเวณ ซอยรามคำแหง 53/1 ( หน้าธนาคารทหารไทย ) ดังนี้ ด้านซ...เพิ่มเติม,ดำเนินการ: -,,"ทางเท้า, หาบเร่แผงลอย, สายสื่อสาร, จุดเสี่ยง",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/b7596ec7a30c84c282954698cace18e3.jpg,13.7547621861301,100.645283449218,kafka,2025-05-06T15:44:37.651860
2025-M6JM4C,6 พ.ค. 68 21:35 น.,111 ถนน ราชดำริ ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,เขตปทุมวัน,,รอรับเรื่อง 5 นาทีที่แล้ว,หน้าเซ็นทรัลเวิลด์ตรงเวลาเลื่อนมีคนขอทานมานั่งขอทานฝากที่เทศกิจมาดูด้วยนะครับแทบทุกวันเลยครับ,ดำเนินการ: -,,"คนเร่ร่อน, ความสะอาด, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/fad53477e9739131fd10faf5156e3db7.jpg,13.7479596159671,100.542212241606,kafka,2025-05-06T15:44:37.653859
2025-LWKRVG,6 พ.ค. 68 21:35 น.,432/866 ซอย หมู่บ้านวิเศษสุขนคร 18/16 แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,เขตทุ่งครุ,แขวงทุ่งครุ,รอรับเรื่อง 5 นาทีที่แล้ว,ความเดือนร้อน ! การทำท่อ เข้าใจเสมอมาว่าทำท่อ ต้องเดือดร้อนตั้งแต่เริ่มทำวันแรก เพราะอยู่ท้ายซอย ตั้...เพิ่มเติม,ดำเนินการ: -,,"ถนน, ขอความช่วยเหลือ, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/6aae2824360ac80a7665eece1d883e25.jpg,13.6109100434923,100.51216877657593,kafka,2025-05-06T15:44:37.654859
2025-9G87Z4,6 พ.ค. 68 21:35 น.,14/2 ซอย แม่เนี้ยว แยก 4 แขวงรัชดาภิเษก เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,เขตดินแดง,แขวงรัชดาภิเษก,รอรับเรื่อง 6 นาทีที่แล้ว,รถขยะ มาเก็บขยะในซอย แต่มาจอดนานมากประมาณ 1 ชั่วโมง เนื่องจากพนักงานมัวแต่คัดขวดไปขาย ทำให้การจัดเก็...เพิ่มเติม,ดำเนินการ: -,,"ความสะอาด, ถนน",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/be298726f2536110a976fed668de5a2a.jpg,13.7722830572084,100.55913636272831,kafka,2025-05-06T15:44:37.655863
2025-A9EV4F,6 พ.ค. 68 21:34 น.,64/123 ถนน สวนผัก แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,เขตตลิ่งชัน,แขวงฉิมพลี,รอรับเรื่อง 6 นาทีที่แล้ว,มีการขุดเจาะถนนเสียงดังรบกวน เสียงดังมาก ในเวลานี้,ดำเนินการ: -,,"เสียง, ถนน, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/bee1ceaf1cfe2497f5ea7a8bdf239fac.jpg,13.792772224512149,100.42667465649954,kafka,2025-05-06T15:44:37.656862
2025-KE4LV4,6 พ.ค. 68 21:34 น.,29/22 ถ. เพิ่มสิน แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,เขตสายไหม,แขวงคลองถนน,รอรับเรื่อง 7 นาทีที่แล้ว,เสียงเพลงรถกะบะเปิดดังรบกวนเสียงเบสเสียงหนักๆ,ดำเนินการ: -,,เสียง,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/6984c79e28c86b4da4cea2a56a7d5484.jpg,13.9001967028341,100.632537372188,kafka,2025-05-06T15:44:37.658859
2025-YVT2UZ,6 พ.ค. 68 21:36 น.,493 ถนน รามคำแหง แขวงหัวหมาก บางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,แขวงหัวหมาก,,รอรับเรื่อง 8 นาทีที่แล้ว,ขอแจ้งปัญหาความไม่สะดวก และความไม่ปลอดภัย บริเวณ ซอยรามคำแหง 53/1 ( หน้าธนาคารทหารไทย ) ดังนี้ ด้านซ...เพิ่มเติม,ดำเนินการ: -,,"ทางเท้า, หาบเร่แผงลอย, สายสื่อสาร, จุดเสี่ยง",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/b7596ec7a30c84c282954698cace18e3.jpg,13.7547621861301,100.645283449218,kafka,2025-05-06T15:44:37.659859
2025-M6JM4C,6 พ.ค. 68 21:35 น.,111 ถนน ราชดำริ ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,เขตปทุมวัน,,รอรับเรื่อง 8 นาทีที่แล้ว,หน้าเซ็นทรัลเวิลด์ตรงเวลาเลื่อนมีคนขอทานมานั่งขอทานฝากที่เทศกิจมาดูด้วยนะครับแทบทุกวันเลยครับ,ดำเนินการ: -,,"คนเร่ร่อน, ความสะอาด, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/fad53477e9739131fd10faf5156e3db7.jpg,13.7479596159671,100.542212241606,kafka,2025-05-06T15:44:37.660859
2025-LWKRVG,6 พ.ค. 68 21:35 น.,432/866 ซอย หมู่บ้านวิเศษสุขนคร 18/16 แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,เขตทุ่งครุ,แขวงทุ่งครุ,รอรับเรื่อง 9 นาทีที่แล้ว,ความเดือนร้อน ! การทำท่อ เข้าใจเสมอมาว่าทำท่อ ต้องเดือดร้อนตั้งแต่เริ่มทำวันแรก เพราะอยู่ท้ายซอย ตั้...เพิ่มเติม,ดำเนินการ: -,,"ถนน, ขอความช่วยเหลือ, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/6aae2824360ac80a7665eece1d883e25.jpg,13.6109100434923,100.51216877657593,kafka,2025-05-06T15:44:37.661859
2025-9G87Z4,6 พ.ค. 68 21:35 น.,14/2 ซอย แม่เนี้ยว แยก 4 แขวงรัชดาภิเษก เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,เขตดินแดง,แขวงรัชดาภิเษก,รอรับเรื่อง 9 นาทีที่แล้ว,รถขยะ มาเก็บขยะในซอย แต่มาจอดนานมากประมาณ 1 ชั่วโมง เนื่องจากพนักงานมัวแต่คัดขวดไปขาย ทำให้การจัดเก็...เพิ่มเติม,ดำเนินการ: -,,"ความสะอาด, ถนน",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/be298726f2536110a976fed668de5a2a.jpg,13.7722830572084,100.55913636272831,kafka,2025-05-06T15:44:37.663862
2025-A9EV4F,6 พ.ค. 68 21:34 น.,64/123 ถนน สวนผัก แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,เขตตลิ่งชัน,แขวงฉิมพลี,รอรับเรื่อง 9 นาทีที่แล้ว,มีการขุดเจาะถนนเสียงดังรบกวน เสียงดังมาก ในเวลานี้,ดำเนินการ: -,,"เสียง, ถนน, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/bee1ceaf1cfe2497f5ea7a8bdf239fac.jpg,13.792772224512149,100.42667465649954,kafka,2025-05-06T15:44:37.664861
2025-KE4LV4,6 พ.ค. 68 21:34 น.,29/22 ถ. เพิ่มสิน แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,เขตสายไหม,แขวงคลองถนน,รอรับเรื่อง 10 นาทีที่แล้ว,เสียงเพลงรถกะบะเปิดดังรบกวนเสียงเบสเสียงหนักๆ,ดำเนินการ: -,,เสียง,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/6984c79e28c86b4da4cea2a56a7d5484.jpg,13.9001967028341,100.632537372188,kafka,2025-05-06T15:44:37.665859
2025-X7KLTW,6 พ.ค. 68 21:47 น.,โกวิทคาม แขวง หิรัญรูจี เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,เขตธนบุรี,,รอรับเรื่อง 1 นาทีที่แล้ว,สายฟ้าอยู่ตำแหน่งต่ำ อันตรายต่อผู้ใช้รถใช้ถนน,ดำเนินการ: -,,"อุปกรณ์ชำรุด, จุดเสี่ยง, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/7fdd1f52400406f34b5840159e4a6479.jpg,13.73129863427345,100.4902634997363,kafka,2025-05-06T15:44:37.667842
2025-BMWL9Y,6 พ.ค. 68 21:46 น.,โกวิทคาม แขวง หิรัญรูจี เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,เขตธนบุรี,,รอรับเรื่อง 1 นาทีที่แล้ว,สายฟ้าอยู่ตำแหน่งต่ำ อันตรายต่อผู้ใช้รถใช้ถนน,ดำเนินการ: -,,อุปกรณ์ชำรุด,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/f6f35c56d308a83c2ed94228b80a6509.jpg,13.73129863427345,100.4902634997363,kafka,2025-05-06T15:44:37.668845
2025-49A2HG,6 พ.ค. 68 21:46 น.,1 ซ. ราษฎร์พัฒนา 15 แยก 2 แขวงสะพานสูง สะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,แขวงสะพานสูง,,รอรับเรื่อง 1 นาทีที่แล้ว,บุกรุกที่สาธารณะและบุกรุกที่ริมคลอง ทำให้น้ำไหลไม่ลื่นขอให้ช่วยแก้ไขด้วยครับ อยากให้ดำเนินการแจ้งผู้...เพิ่มเติม,ดำเนินการ: -,,อื่นๆ,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/d8fc82a7c8cc990a5ec5bd6aabd9bb6a.jpg,13.768052,100.695232,kafka,2025-05-06T15:44:37.669845
2025-ZYK8D7,6 พ.ค. 68 21:45 น.,เอ็ม บี เค เซ็นเตอร์ แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,เขตปทุมวัน,แขวงวังใหม่,รอรับเรื่อง 2 นาทีที่แล้ว,ฟุตบาทบริเวณป้ายรถเมล์มาบุญครองทำรุด,ดำเนินการ: -,,"ทางเท้า, อุปกรณ์ชำรุด, อาคารสถานที่ชำรุด",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/38bc0cef856a13195e8c272d15ae2b7e.jpg,13.735023504842,100.526643097455,kafka,2025-05-06T15:44:37.670843
2025-FVDBU9,6 พ.ค. 68 21:43 น.,30 ถ. สุทธิสารวินิจฉัย แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,เขตพญาไท,แขวงสามเสนใน,รอรับเรื่อง 4 นาทีที่แล้ว,ทางม้าลายข้ามแยก ตอนกลางคืนมืดมาก อันตรายกับประชาชนที่ต้องข้ามถนนตอนกลางคืน ควรติดไฟให้สว่างไสว เพื่...เพิ่มเติม,ดำเนินการ: -,,"ถนน, อุปกรณ์ชำรุด, จุดเสี่ยง",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/5ed90670cb1555bdb14c8af7f3f377b2.jpg,13.7853970050723,100.5566595114891,kafka,2025-05-06T15:44:37.672842
2025-VKACPW,6 พ.ค. 68 21:43 น.,"Metropolitan Electricity Authority, Ramkhamhaeng Road, Suan Luang, Khet Suan Luang, Bangkok, 10250, แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย",เขตสวนหลวง,แขวงสวนหลวง,รอรับเรื่อง 4 นาทีที่แล้ว,มีร้านขายของ มาขายหน้าทางเข้าออก การไฟฟ้า ซึ่งเป็นการกีดขวางทางเข้าออกของรถ ทำให้เสียทางเข้าออกไป 1 ...เพิ่มเติม,ดำเนินการ: -,,"หาบเร่แผงลอย, ถนน, จุดเสี่ยง",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/70d4792665de8067ddf26b290a792ba0.jpg,13.7290084943096,100.61685198484906,kafka,2025-05-06T15:44:37.673843
2025-X7KLTW,6 พ.ค. 68 21:47 น.,โกวิทคาม แขวง หิรัญรูจี เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,เขตธนบุรี,,รอรับเรื่อง 4 นาทีที่แล้ว,สายฟ้าอยู่ตำแหน่งต่ำ อันตรายต่อผู้ใช้รถใช้ถนน,ดำเนินการ: -,,"อุปกรณ์ชำรุด, จุดเสี่ยง, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/7fdd1f52400406f34b5840159e4a6479.jpg,13.73129863427345,100.4902634997363,kafka,2025-05-06T15:44:37.674843
2025-BMWL9Y,6 พ.ค. 68 21:46 น.,โกวิทคาม แขวง หิรัญรูจี เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,เขตธนบุรี,,รอรับเรื่อง 4 นาทีที่แล้ว,สายฟ้าอยู่ตำแหน่งต่ำ อันตรายต่อผู้ใช้รถใช้ถนน,ดำเนินการ: -,,อุปกรณ์ชำรุด,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/f6f35c56d308a83c2ed94228b80a6509.jpg,13.73129863427345,100.4902634997363,kafka,2025-05-06T15:44:37.676848
2025-49A2HG,6 พ.ค. 68 21:46 น.,1 ซ. ราษฎร์พัฒนา 15 แยก 2 แขวงสะพานสูง สะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,แขวงสะพานสูง,,รอรับเรื่อง 4 นาทีที่แล้ว,บุกรุกที่สาธารณะและบุกรุกที่ริมคลอง ทำให้น้ำไหลไม่ลื่นขอให้ช่วยแก้ไขด้วยครับ อยากให้ดำเนินการแจ้งผู้...เพิ่มเติม,ดำเนินการ: -,,อื่นๆ,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/d8fc82a7c8cc990a5ec5bd6aabd9bb6a.jpg,13.768052,100.695232,kafka,2025-05-06T15:44:37.677843
2025-ZYK8D7,6 พ.ค. 68 21:45 น.,เอ็ม บี เค เซ็นเตอร์ แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,เขตปทุมวัน,แขวงวังใหม่,รอรับเรื่อง 5 นาทีที่แล้ว,ฟุตบาทบริเวณป้ายรถเมล์มาบุญครองทำรุด,ดำเนินการ: -,,"ทางเท้า, อุปกรณ์ชำรุด, อาคารสถานที่ชำรุด",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/38bc0cef856a13195e8c272d15ae2b7e.jpg,13.735023504842,100.526643097455,kafka,2025-05-06T15:44:37.678842
2025-FVDBU9,6 พ.ค. 68 21:43 น.,30 ถ. สุทธิสารวินิจฉัย แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,เขตพญาไท,แขวงสามเสนใน,รอรับเรื่อง 8 นาทีที่แล้ว,ทางม้าลายข้ามแยก ตอนกลางคืนมืดมาก อันตรายกับประชาชนที่ต้องข้ามถนนตอนกลางคืน ควรติดไฟให้สว่างไสว เพื่...เพิ่มเติม,ดำเนินการ: -,,"ถนน, อุปกรณ์ชำรุด, จุดเสี่ยง",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/5ed90670cb1555bdb14c8af7f3f377b2.jpg,13.7853970050723,100.5566595114891,kafka,2025-05-06T15:44:37.680405
2025-VKACPW,6 พ.ค. 68 21:43 น.,"Metropolitan Electricity Authority, Ramkhamhaeng Road, Suan Luang, Khet Suan Luang, Bangkok, 10250, แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย",เขตสวนหลวง,แขวงสวนหลวง,รอรับเรื่อง 8 นาทีที่แล้ว,มีร้านขายของ มาขายหน้าทางเข้าออก การไฟฟ้า ซึ่งเป็นการกีดขวางทางเข้าออกของรถ ทำให้เสียทางเข้าออกไป 1 ...เพิ่มเติม,ดำเนินการ: -,,"หาบเร่แผงลอย, ถนน, จุดเสี่ยง",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/70d4792665de8067ddf26b290a792ba0.jpg,13.7290084943096,100.61685198484906,kafka,2025-05-06T15:44:37.681401
2025-X7KLTW,6 พ.ค. 68 21:47 น.,โกวิทคาม แขวง หิรัญรูจี เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,เขตธนบุรี,,รอรับเรื่อง 7 นาทีที่แล้ว,สายฟ้าอยู่ตำแหน่งต่ำ อันตรายต่อผู้ใช้รถใช้ถนน,ดำเนินการ: -,,"อุปกรณ์ชำรุด, จุดเสี่ยง, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/7fdd1f52400406f34b5840159e4a6479.jpg,13.73129863427345,100.4902634997363,kafka,2025-05-06T15:44:37.682401
2025-BMWL9Y,6 พ.ค. 68 21:46 น.,โกวิทคาม แขวง หิรัญรูจี เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,เขตธนบุรี,,รอรับเรื่อง 7 นาทีที่แล้ว,สายฟ้าอยู่ตำแหน่งต่ำ อันตรายต่อผู้ใช้รถใช้ถนน,ดำเนินการ: -,,อุปกรณ์ชำรุด,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/f6f35c56d308a83c2ed94228b80a6509.jpg,13.73129863427345,100.4902634997363,kafka,2025-05-06T15:44:37.684401
2025-49A2HG,6 พ.ค. 68 21:46 น.,1 ซ. ราษฎร์พัฒนา 15 แยก 2 แขวงสะพานสูง สะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,แขวงสะพานสูง,,รอรับเรื่อง 7 นาทีที่แล้ว,บุกรุกที่สาธารณะและบุกรุกที่ริมคลอง ทำให้น้ำไหลไม่ลื่นขอให้ช่วยแก้ไขด้วยครับ อยากให้ดำเนินการแจ้งผู้...เพิ่มเติม,ดำเนินการ: -,,อื่นๆ,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/d8fc82a7c8cc990a5ec5bd6aabd9bb6a.jpg,13.768052,100.695232,kafka,2025-05-06T15:44:37.685401
2025-ZYK8D7,6 พ.ค. 68 21:45 น.,เอ็ม บี เค เซ็นเตอร์ แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,เขตปทุมวัน,แขวงวังใหม่,รอรับเรื่อง 8 นาทีที่แล้ว,ฟุตบาทบริเวณป้ายรถเมล์มาบุญครองทำรุด,ดำเนินการ: -,,"ทางเท้า, อุปกรณ์ชำรุด, อาคารสถานที่ชำรุด",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/38bc0cef856a13195e8c272d15ae2b7e.jpg,13.735023504842,100.526643097455,kafka,2025-05-06T15:44:37.686401
2025-FVDBU9,6 พ.ค. 68 21:43 น.,30 ถ. สุทธิสารวินิจฉัย แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,เขตพญาไท,แขวงสามเสนใน,รอรับเรื่อง 11 นาทีที่แล้ว,ทางม้าลายข้ามแยก ตอนกลางคืนมืดมาก อันตรายกับประชาชนที่ต้องข้ามถนนตอนกลางคืน ควรติดไฟให้สว่างไสว เพื่...เพิ่มเติม,ดำเนินการ: -,,"ถนน, อุปกรณ์ชำรุด, จุดเสี่ยง",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/5ed90670cb1555bdb14c8af7f3f377b2.jpg,13.7853970050723,100.5566595114891,kafka,2025-05-06T15:44:37.687401
2025-VKACPW,6 พ.ค. 68 21:43 น.,"Metropolitan Electricity Authority, Ramkhamhaeng Road, Suan Luang, Khet Suan Luang, Bangkok, 10250, แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย",เขตสวนหลวง,แขวงสวนหลวง,รอรับเรื่อง 11 นาทีที่แล้ว,มีร้านขายของ มาขายหน้าทางเข้าออก การไฟฟ้า ซึ่งเป็นการกีดขวางทางเข้าออกของรถ ทำให้เสียทางเข้าออกไป 1 ...เพิ่มเติม,ดำเนินการ: -,,"หาบเร่แผงลอย, ถนน, จุดเสี่ยง",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/70d4792665de8067ddf26b290a792ba0.jpg,13.7290084943096,100.61685198484906,kafka,2025-05-06T15:44:37.688403
2025-X7KLTW,6 พ.ค. 68 21:47 น.,โกวิทคาม แขวง หิรัญรูจี เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,เขตธนบุรี,,รอรับเรื่อง 10 นาทีที่แล้ว,สายฟ้าอยู่ตำแหน่งต่ำ อันตรายต่อผู้ใช้รถใช้ถนน,ดำเนินการ: -,,"อุปกรณ์ชำรุด, จุดเสี่ยง, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/7fdd1f52400406f34b5840159e4a6479.jpg,13.73129863427345,100.4902634997363,kafka,2025-05-06T15:44:37.690403
2025-BMWL9Y,6 พ.ค. 68 21:46 น.,โกวิทคาม แขวง หิรัญรูจี เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,เขตธนบุรี,,รอรับเรื่อง 10 นาทีที่แล้ว,สายฟ้าอยู่ตำแหน่งต่ำ อันตรายต่อผู้ใช้รถใช้ถนน,ดำเนินการ: -,,อุปกรณ์ชำรุด,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/f6f35c56d308a83c2ed94228b80a6509.jpg,13.73129863427345,100.4902634997363,kafka,2025-05-06T15:44:37.691403
2025-49A2HG,6 พ.ค. 68 21:46 น.,1 ซ. ราษฎร์พัฒนา 15 แยก 2 แขวงสะพานสูง สะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,แขวงสะพานสูง,,รอรับเรื่อง 10 นาทีที่แล้ว,บุกรุกที่สาธารณะและบุกรุกที่ริมคลอง ทำให้น้ำไหลไม่ลื่นขอให้ช่วยแก้ไขด้วยครับ อยากให้ดำเนินการแจ้งผู้...เพิ่มเติม,ดำเนินการ: -,,อื่นๆ,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/d8fc82a7c8cc990a5ec5bd6aabd9bb6a.jpg,13.768052,100.695232,kafka,2025-05-06T15:44:37.692401
