ticket_id,report_time,address,district,subdistrict,status,description,resolution,reporting_agency,tags,upvotes,image_url,latitude,longitude,source,received_time
2025-4CCXCZ,6 พ.ค. 68 21:01 น.,481 ถ. พหลโยธิน แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,เขตพญาไท,แขวงพญาไท,รอรับเรื่อง 11 นาทีที่แล้ว,ไฟถนนไม่ติด,ดำเนินการ: -,,"ไฟฟ้า, อุปกรณ์ชำรุด",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/6f780ac4ba0eb8dea97f3e05062c45f7.jpg,13.7829179264679,100.539741764299,kafka,2025-05-06T15:44:37.592864
2025-4RRLV3,6 พ.ค. 68 21:01 น.,72 ถ. สามเสน แขวงบางขุนพรหม เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,เขตพระนคร,แขวงบางขุนพรหม,รอรับเรื่อง 12 นาทีที่แล้ว,แยกไฟแดง เทเวศร์ รถยนต์และจักรยานยนต์จอดรถริมถนนตรงแยกไฟแดงทุกวัน บางครั้งจอดทับทางเท้าด้วย ทำให้ใช้...เพิ่มเติม,ดำเนินการ: -,,ผิดกฎจราจร,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/0935cd60e0f53ff8cfcdf55e20a5b590.jpg,13.76601693277135,100.50360058964046,kafka,2025-05-06T15:44:37.594859
2025-YE3YMJ,6 พ.ค. 68 21:01 น.,15/158 ซอย รัชดาภิเษก 36 ซอย เสือใหญ่อุทิศ แขวงจันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,เขตจตุจักร,แขวงจันทรเกษม,รอรับเรื่อง 12 นาทีที่แล้ว,โค้งซอยรัชดาภิเษก 36 แยก 5 มีน้ำขังบริเวณท่อระบายน้ำ,ดำเนินการ: -,,"น้ำท่วม, ถนน, อุปกรณ์ชำรุด",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/a92c28e4aac4a885135b743bf7c08a7f.jpg,13.8225523187655,100.57933782528687,kafka,2025-05-06T15:44:37.595859
2025-L4TK6K,6 พ.ค. 68 20:59 น.,RPXC+38P ถ. หทัยราษฎร์ แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,เขตคลองสามวา,แขวงบางชัน,รอรับเรื่อง 14 นาทีที่แล้ว,"📢🔊💡🛣️ แจ้งไฟถนนดับ😱
*️⃣หมายเลขโคมไฟ ตามภาพแนบ
💥👉ส่งต่อ Bangkok Smart Lighting (สำนักการโยธา ก...เพิ่มเติม",ดำเนินการ: -,,"ไฟฟ้า, อุปกรณ์ชำรุด",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/2a99b3da3c5cdff306dc858c6af603da.jpg,13.848426762685051,100.7210599026278,kafka,2025-05-06T15:44:37.596859
B7JAMR,6 พ.ค. 68 21:13 น.,MJJ3+6P9 ซอย สุขุมวิท 66/1 แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,เขตบางนา,แขวงบางนาเหนือ,ส่งต่อ 3 นาทีที่แล้ว,ปัญหา: ปาล์มคอนโดภายในซอยดังกล่าว พบมีน้ำรั่วซึมลงมาภายในห้องของผู้ร้อง ซึ่งผู้ร้องได้แจ้งกับทางนิติ...เพิ่มเติม,ดำเนินการ: -,,อื่นๆ,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/21be7685fd715fab477411893dc4a4c6.jpg,13.6803668551312,100.60685466221898,kafka,2025-05-06T15:44:37.597859
2025-9ZA36E,6 พ.ค. 68 21:12 น.,โรงเรียนโชคชัย 268 ถ. หทัยราษฎร์ แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,เขตคลองสามวา,แขวงบางชัน,รอรับเรื่อง 4 นาทีที่แล้ว,"📢🔊💡🛣️ แจ้งไฟถนนดับ😱
*️⃣หมายเลขโคมไฟ ตามภาพแนบ
💥👉ส่งต่อ Bangkok Smart Lighting (สำนักการโยธา ก...เพิ่มเติม",ดำเนินการ: -,,"ไฟฟ้า, อุปกรณ์ชำรุด",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/b236c00a2def371a6b8eea70ac909613.jpg,13.848426762685051,100.7210599026278,kafka,2025-05-06T15:44:37.599866
2025-ZXVRKR,6 พ.ค. 68 21:09 น.,56 ถนน พระสุเมรุ แขวงชนะสงคราม เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,เขตพระนคร,แขวงชนะสงคราม,รอรับเรื่อง 7 นาทีที่แล้ว,คนขายของกีดขวางทางเท้าหน้า7-11ถนนพระสุเมรุตรงข้ามปั้ม ปตท.ครับ,ดำเนินการ: -,,"ทางเท้า, หาบเร่แผงลอย",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/5e7a02b6c2af8bdfe7ad85dbc67c31b0.jpg,13.762037843482549,100.49706235372992,kafka,2025-05-06T15:44:37.600860
2025-F4PYVF,6 พ.ค. 68 21:08 น.,14/2 ถ. สามเสน แขวงถนนนครไชยศรี เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,เขตดุสิต,แขวงถนนนครไชยศรี,รอรับเรื่อง 8 นาทีที่แล้ว,ไฟถนนในซอยสามเสน 30 ไม่ติด มืด มาก แจ้ง เรื่อง ไป ตั้งแต่ปีที่แล้ว ยังไม่ได้รับการแก้ไข มีแต่ส่งเรื่...เพิ่มเติม,ดำเนินการ: -,,"ไฟฟ้า, อุปกรณ์ชำรุด",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/09fc0f538ebfb8cb73156f53548f4b37.jpg,13.790959698269301,100.51690726759138,kafka,2025-05-06T15:44:37.602859
2025-Z8L48K,6 พ.ค. 68 21:05 น.,โรงเรียนโชคชัย 268 ถ. หทัยราษฎร์ แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,เขตคลองสามวา,แขวงบางชัน,รอรับเรื่อง 11 นาทีที่แล้ว,"📢🔊🚥แจ้งป้ายไฟสัญญานจราจรทางข้ามขัดข้อง ดับสนิท ทุกจุด😱
*️⃣หมายเลข ตามภาพแนบ
💥👉ส่งต่อ สำนักการจ...เพิ่มเติม",ดำเนินการ: -,,"อุปกรณ์ชำรุด, ถนน",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/db5c68b6c5d32f35f349dea8b4cc5264.jpg,13.848426762685051,100.7210599026278,kafka,2025-05-06T15:44:37.603859
BCR7HD,6 พ.ค. 68 21:05 น.,19/553 ซ. นวมินทร์ 26 แยก 1 แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240 ประเทศไทย,เขตบึงกุ่ม,แขวงคลองกุ่ม,ส่งต่อ 11 นาทีที่แล้ว,ปัญหา: ห้องแถว เลขที่ 19/580 ภายในซอยดังกล่าว พบสุนัขเห่าส่งเสียงดังในยามวิกาล พบเห็นเป็นประจำบ่อยคร...เพิ่มเติม,ดำเนินการ: -,,เสียง,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/f25e474b6731007e1f502644989f72fe.jpg,13.79268134274555,100.6563356572833,kafka,2025-05-06T15:44:37.604859
B7JAMR,6 พ.ค. 68 21:13 น.,MJJ3+6P9 ซอย สุขุมวิท 66/1 แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,เขตบางนา,แขวงบางนาเหนือ,ส่งต่อ 6 นาทีที่แล้ว,ปัญหา: ปาล์มคอนโดภายในซอยดังกล่าว พบมีน้ำรั่วซึมลงมาภายในห้องของผู้ร้อง ซึ่งผู้ร้องได้แจ้งกับทางนิติ...เพิ่มเติม,ดำเนินการ: -,,อื่นๆ,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/21be7685fd715fab477411893dc4a4c6.jpg,13.6803668551312,100.60685466221898,kafka,2025-05-06T15:44:37.605859
2025-9ZA36E,6 พ.ค. 68 21:12 น.,โรงเรียนโชคชัย 268 ถ. หทัยราษฎร์ แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,เขตคลองสามวา,แขวงบางชัน,รอรับเรื่อง 7 นาทีที่แล้ว,"📢🔊💡🛣️ แจ้งไฟถนนดับ😱
*️⃣หมายเลขโคมไฟ ตามภาพแนบ
💥👉ส่งต่อ Bangkok Smart Lighting (สำนักการโยธา ก...เพิ่มเติม",ดำเนินการ: -,,"ไฟฟ้า, อุปกรณ์ชำรุด",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/b236c00a2def371a6b8eea70ac909613.jpg,13.848426762685051,100.7210599026278,kafka,2025-05-06T15:44:37.607862
2025-ZXVRKR,6 พ.ค. 68 21:09 น.,56 ถนน พระสุเมรุ แขวงชนะสงคราม เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,เขตพระนคร,แขวงชนะสงคราม,รอรับเรื่อง 10 นาทีที่แล้ว,คนขายของกีดขวางทางเท้าหน้า7-11ถนนพระสุเมรุตรงข้ามปั้ม ปตท.ครับ,ดำเนินการ: -,,"ทางเท้า, หาบเร่แผงลอย",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/5e7a02b6c2af8bdfe7ad85dbc67c31b0.jpg,13.762037843482549,100.49706235372992,kafka,2025-05-06T15:44:37.608859
2025-F4PYVF,6 พ.ค. 68 21:08 น.,14/2 ถ. สามเสน แขวงถนนนครไชยศรี เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,เขตดุสิต,แขวงถนนนครไชยศรี,รอรับเรื่อง 12 นาทีที่แล้ว,ไฟถนนในซอยสามเสน 30 ไม่ติด มืด มาก แจ้ง เรื่อง ไป ตั้งแต่ปีที่แล้ว ยังไม่ได้รับการแก้ไข มีแต่ส่งเรื่...เพิ่มเติม,ดำเนินการ: -,,"ไฟฟ้า, อุปกรณ์ชำรุด",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/09fc0f538ebfb8cb73156f53548f4b37.jpg,13.790959698269301,100.51690726759138,kafka,2025-05-06T15:44:37.609859
2025-Z8L48K,6 พ.ค. 68 21:05 น.,โรงเรียนโชคชัย 268 ถ. หทัยราษฎร์ แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,เขตคลองสามวา,แขวงบางชัน,รอรับเรื่อง 14 นาทีที่แล้ว,"📢🔊🚥แจ้งป้ายไฟสัญญานจราจรทางข้ามขัดข้อง ดับสนิท ทุกจุด😱
*️⃣หมายเลข ตามภาพแนบ
💥👉ส่งต่อ สำนักการจ...เพิ่มเติม",ดำเนินการ: -,,"อุปกรณ์ชำรุด, ถนน",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/db5c68b6c5d32f35f349dea8b4cc5264.jpg,13.848426762685051,100.7210599026278,kafka,2025-05-06T15:44:37.611859
BCR7HD,6 พ.ค. 68 21:05 น.,19/553 ซ. นวมินทร์ 26 แยก 1 แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240 ประเทศไทย,เขตบึงกุ่ม,แขวงคลองกุ่ม,ส่งต่อ 15 นาทีที่แล้ว,ปัญหา: ห้องแถว เลขที่ 19/580 ภายในซอยดังกล่าว พบสุนัขเห่าส่งเสียงดังในยามวิกาล พบเห็นเป็นประจำบ่อยคร...เพิ่มเติม,ดำเนินการ: -,,เสียง,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/f25e474b6731007e1f502644989f72fe.jpg,13.79268134274555,100.6563356572833,kafka,2025-05-06T15:44:37.612859
B7JAMR,6 พ.ค. 68 21:13 น.,MJJ3+6P9 ซอย สุขุมวิท 66/1 แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,เขตบางนา,แขวงบางนาเหนือ,ส่งต่อ 9 นาทีที่แล้ว,ปัญหา: ปาล์มคอนโดภายในซอยดังกล่าว พบมีน้ำรั่วซึมลงมาภายในห้องของผู้ร้อง ซึ่งผู้ร้องได้แจ้งกับทางนิติ...เพิ่มเติม,ดำเนินการ: -,,อื่นๆ,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/21be7685fd715fab477411893dc4a4c6.jpg,13.6803668551312,100.60685466221898,kafka,2025-05-06T15:44:37.614860
2025-9ZA36E,6 พ.ค. 68 21:12 น.,โรงเรียนโชคชัย 268 ถ. หทัยราษฎร์ แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,เขตคลองสามวา,แขวงบางชัน,รอรับเรื่อง 10 นาทีที่แล้ว,"📢🔊💡🛣️ แจ้งไฟถนนดับ😱
*️⃣หมายเลขโคมไฟ ตามภาพแนบ
💥👉ส่งต่อ Bangkok Smart Lighting (สำนักการโยธา ก...เพิ่มเติม",ดำเนินการ: -,,"ไฟฟ้า, อุปกรณ์ชำรุด",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/b236c00a2def371a6b8eea70ac909613.jpg,13.848426762685051,100.7210599026278,kafka,2025-05-06T15:44:37.615859
2025-ZXVRKR,6 พ.ค. 68 21:09 น.,56 ถนน พระสุเมรุ แขวงชนะสงคราม เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,เขตพระนคร,แขวงชนะสงคราม,รอรับเรื่อง 13 นาทีที่แล้ว,คนขายของกีดขวางทางเท้าหน้า7-11ถนนพระสุเมรุตรงข้ามปั้ม ปตท.ครับ,ดำเนินการ: -,,"ทางเท้า, หาบเร่แผงลอย",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/5e7a02b6c2af8bdfe7ad85dbc67c31b0.jpg,13.762037843482549,100.49706235372992,kafka,2025-05-06T15:44:37.616859
2025-F4PYVF,6 พ.ค. 68 21:08 น.,14/2 ถ. สามเสน แขวงถนนนครไชยศรี เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,เขตดุสิต,แขวงถนนนครไชยศรี,รอรับเรื่อง 15 นาทีที่แล้ว,ไฟถนนในซอยสามเสน 30 ไม่ติด มืด มาก แจ้ง เรื่อง ไป ตั้งแต่ปีที่แล้ว ยังไม่ได้รับการแก้ไข มีแต่ส่งเรื่...เพิ่มเติม,ดำเนินการ: -,,"ไฟฟ้า, อุปกรณ์ชำรุด",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/09fc0f538ebfb8cb73156f53548f4b37.jpg,13.790959698269301,100.51690726759138,kafka,2025-05-06T15:44:37.617860
2025-Z8L48K,6 พ.ค. 68 21:05 น.,โรงเรียนโชคชัย 268 ถ. หทัยราษฎร์ แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,เขตคลองสามวา,แขวงบางชัน,รอรับเรื่อง 17 นาทีที่แล้ว,"📢🔊🚥แจ้งป้ายไฟสัญญานจราจรทางข้ามขัดข้อง ดับสนิท ทุกจุด😱
*️⃣หมายเลข ตามภาพแนบ
💥👉ส่งต่อ สำนักการจ...เพิ่มเติม",ดำเนินการ: -,,"อุปกรณ์ชำรุด, ถนน",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/db5c68b6c5d32f35f349dea8b4cc5264.jpg,13.848426762685051,100.7210599026278,kafka,2025-05-06T15:44:37.619859
BCR7HD,6 พ.ค. 68 21:05 น.,19/553 ซ. นวมินทร์ 26 แยก 1 แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10240 ประเทศไทย,เขตบึงกุ่ม,แขวงคลองกุ่ม,ส่งต่อ 18 นาทีที่แล้ว,ปัญหา: ห้องแถว เลขที่ 19/580 ภายในซอยดังกล่าว พบสุนัขเห่าส่งเสียงดังในยามวิกาล พบเห็นเป็นประจำบ่อยคร...เพิ่มเติม,ดำเนินการ: -,,เสียง,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/f25e474b6731007e1f502644989f72fe.jpg,13.79268134274555,100.6563356572833,kafka,2025-05-06T15:44:37.620862
JMFJ3L,6 พ.ค. 68 21:22 น.,410/502 ซ. ประชาอุทิศ 33 แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,เขตทุ่งครุ,แขวงบางมด,ส่งต่อ 43 วินาทีที่แล้ว,ปัญหา: ตลอดทั้งซอยย่อย ภายในหมู่บ้านดังกล่าว พนักงานเก็บขนขยะมูลฝอย ไม่เข้าเก็บขนขยะมูลฝอย เป็นเวลาป...เพิ่มเติม,ดำเนินการ:,,ความสะอาด,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/2c677c4fe9ebf4977d55a57fafb906f4.jpg,13.65528677617185,100.50838670325349,kafka,2025-05-06T15:44:37.621861
2025-2AXTAL,6 พ.ค. 68 21:21 น.,1509 ถ. เจริญกรุง แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,เขตสาทร,แขวงยานนาวา,รอรับเรื่อง 5 นาทีที่แล้ว,ไฟคนข้ามถนนสีแดง หน้าสาธรนาฬิกา ชำรุด,ดำเนินการ: -,,"อุปกรณ์ชำรุด, ผิดกฎจราจร",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/fa03e1343087027bfd99ebb0d92cb264.jpg,13.7182733246431,100.51524156540529,kafka,2025-05-06T15:44:37.623859
2025-TM7MG9,6 พ.ค. 68 21:20 น.,PG97+733 แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10120 ประเทศไทย,เขตบางรัก,แขวงสีลม,รอรับเรื่อง 5 นาทีที่แล้ว,เรือดินเนอร์เปิดเสียงดัง ทำลายบรรยากาศอันสงบริมแม่น้ำเจ้าพระยา ฝากหน่วยงานที่กำกับดูแล ตักเตือน หรือ...เพิ่มเติม,ดำเนินการ: -,,"เสียง, สถานบันเทิง",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/2fc549fe18f648149ade5d502f7c1cf2.jpg,13.71837834007345,100.5157723915899,kafka,2025-05-06T15:44:37.624861
2025-9JG7U8,6 พ.ค. 68 21:19 น.,2074 ถ. เจริญกรุง แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,เขตบางคอแหลม,แขวงวัดพระยาไกร,รอรับเรื่อง 6 นาทีที่แล้ว,แจ้งปัญหาพื้นทรุดเป็นโพรง,ดำเนินการ: -,,"อาคารสถานที่ชำรุด, จุดเสี่ยง, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/44454cc064e1bba9cbb6b1f3660be4b6.jpg,13.70758857,100.5059707,kafka,2025-05-06T15:44:37.625859
2025-YY2AV6,6 พ.ค. 68 21:18 น.,"Nathong Restaurant, แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย",เขตห้วยขวาง,แขวงสามเสนนอก,รอรับเรื่อง 8 นาทีที่แล้ว,ตั้งวางกอง ไม่เก็บ ไม่มีมาตรการด้านความปลอดภัย,ดำเนินการ: -,,"ความสะอาด, จุดเสี่ยง, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/c8989bf4fbfeeded282cae2c54f5ef2e.jpg,13.782554098945099,100.58736300070154,kafka,2025-05-06T15:44:37.626859
2025-HRLLVZ,6 พ.ค. 68 21:18 น.,515 ถ. หทัยราษฎร์ แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,เขตคลองสามวา,แขวงบางชัน,รอรับเรื่อง 8 นาทีที่แล้ว,"📢🔊🚥แจ้งป้ายไฟสัญญานจราจรทางข้ามขัดข้อง ไฟกระพริบดับ😱
*️⃣หมายเลข ตามภาพแนบ
💥👉ส่งต่อ สำนักการจรา...เพิ่มเติม",ดำเนินการ: -,,"อุปกรณ์ชำรุด, ถนน",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/f19f2a50d2c9193dc8d638b4216f7f14.jpg,13.8473877303652,100.720718353987,kafka,2025-05-06T15:44:37.628863
JMFJ3L,6 พ.ค. 68 21:22 น.,410/502 ซ. ประชาอุทิศ 33 แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,เขตทุ่งครุ,แขวงบางมด,ส่งต่อ 6 นาทีที่แล้ว,ปัญหา: ตลอดทั้งซอยย่อย ภายในหมู่บ้านดังกล่าว พนักงานเก็บขนขยะมูลฝอย ไม่เข้าเก็บขนขยะมูลฝอย เป็นเวลาป...เพิ่มเติม,ดำเนินการ:,,ความสะอาด,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/2c677c4fe9ebf4977d55a57fafb906f4.jpg,13.65528677617185,100.50838670325349,kafka,2025-05-06T15:44:37.629859
2025-2AXTAL,6 พ.ค. 68 21:21 น.,1509 ถ. เจริญกรุง แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,เขตสาทร,แขวงยานนาวา,รอรับเรื่อง 11 นาทีที่แล้ว,ไฟคนข้ามถนนสีแดง หน้าสาธรนาฬิกา ชำรุด,ดำเนินการ: -,,"อุปกรณ์ชำรุด, ผิดกฎจราจร",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/fa03e1343087027bfd99ebb0d92cb264.jpg,13.7182733246431,100.51524156540529,kafka,2025-05-06T15:44:37.630860
2025-TM7MG9,6 พ.ค. 68 21:20 น.,PG97+733 แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10120 ประเทศไทย,เขตบางรัก,แขวงสีลม,รอรับเรื่อง 11 นาทีที่แล้ว,เรือดินเนอร์เปิดเสียงดัง ทำลายบรรยากาศอันสงบริมแม่น้ำเจ้าพระยา ฝากหน่วยงานที่กำกับดูแล ตักเตือน หรือ...เพิ่มเติม,ดำเนินการ: -,,"เสียง, สถานบันเทิง",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/2fc549fe18f648149ade5d502f7c1cf2.jpg,13.71837834007345,100.5157723915899,kafka,2025-05-06T15:44:37.631859
2025-9JG7U8,6 พ.ค. 68 21:19 น.,2074 ถ. เจริญกรุง แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,เขตบางคอแหลม,แขวงวัดพระยาไกร,รอรับเรื่อง 12 นาทีที่แล้ว,แจ้งปัญหาพื้นทรุดเป็นโพรง,ดำเนินการ: -,,"อาคารสถานที่ชำรุด, จุดเสี่ยง, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/44454cc064e1bba9cbb6b1f3660be4b6.jpg,13.70758857,100.5059707,kafka,2025-05-06T15:44:37.633860
2025-YY2AV6,6 พ.ค. 68 21:18 น.,"Nathong Restaurant, แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย",เขตห้วยขวาง,แขวงสามเสนนอก,รอรับเรื่อง 13 นาทีที่แล้ว,ตั้งวางกอง ไม่เก็บ ไม่มีมาตรการด้านความปลอดภัย,ดำเนินการ: -,,"ความสะอาด, จุดเสี่ยง, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/c8989bf4fbfeeded282cae2c54f5ef2e.jpg,13.782554098945099,100.58736300070154,kafka,2025-05-06T15:44:37.634863
2025-HRLLVZ,6 พ.ค. 68 21:18 น.,515 ถ. หทัยราษฎร์ แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,เขตคลองสามวา,แขวงบางชัน,รอรับเรื่อง 13 นาทีที่แล้ว,"📢🔊🚥แจ้งป้ายไฟสัญญานจราจรทางข้ามขัดข้อง ไฟกระพริบดับ😱
*️⃣หมายเลข ตามภาพแนบ
💥👉ส่งต่อ สำนักการจรา...เพิ่มเติม",ดำเนินการ: -,,"อุปกรณ์ชำรุด, ถนน",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/f19f2a50d2c9193dc8d638b4216f7f14.jpg,13.8473877303652,100.720718353987,kafka,2025-05-06T15:44:37.635862
JMFJ3L,6 พ.ค. 68 21:22 น.,410/502 ซ. ประชาอุทิศ 33 แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,เขตทุ่งครุ,แขวงบางมด,ส่งต่อ 9 นาทีที่แล้ว,ปัญหา: ตลอดทั้งซอยย่อย ภายในหมู่บ้านดังกล่าว พนักงานเก็บขนขยะมูลฝอย ไม่เข้าเก็บขนขยะมูลฝอย เป็นเวลาป...เพิ่มเติม,ดำเนินการ:,,ความสะอาด,0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/2c677c4fe9ebf4977d55a57fafb906f4.jpg,13.65528677617185,100.50838670325349,kafka,2025-05-06T15:44:37.637860
2025-2AXTAL,6 พ.ค. 68 21:21 น.,1509 ถ. เจริญกรุง แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,เขตสาทร,แขวงยานนาวา,รอรับเรื่อง 14 นาทีที่แล้ว,ไฟคนข้ามถนนสีแดง หน้าสาธรนาฬิกา ชำรุด,ดำเนินการ: -,,"อุปกรณ์ชำรุด, ผิดกฎจราจร",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/fa03e1343087027bfd99ebb0d92cb264.jpg,13.7182733246431,100.51524156540529,kafka,2025-05-06T15:44:37.638859
2025-TM7MG9,6 พ.ค. 68 21:20 น.,PG97+733 แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10120 ประเทศไทย,เขตบางรัก,แขวงสีลม,รอรับเรื่อง 14 นาทีที่แล้ว,เรือดินเนอร์เปิดเสียงดัง ทำลายบรรยากาศอันสงบริมแม่น้ำเจ้าพระยา ฝากหน่วยงานที่กำกับดูแล ตักเตือน หรือ...เพิ่มเติม,ดำเนินการ: -,,"เสียง, สถานบันเทิง",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/2fc549fe18f648149ade5d502f7c1cf2.jpg,13.71837834007345,100.5157723915899,kafka,2025-05-06T15:44:37.639859
2025-9JG7U8,6 พ.ค. 68 21:19 น.,2074 ถ. เจริญกรุง แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,เขตบางคอแหลม,แขวงวัดพระยาไกร,รอรับเรื่อง 15 นาทีที่แล้ว,แจ้งปัญหาพื้นทรุดเป็นโพรง,ดำเนินการ: -,,"อาคารสถานที่ชำรุด, จุดเสี่ยง, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/44454cc064e1bba9cbb6b1f3660be4b6.jpg,13.70758857,100.5059707,kafka,2025-05-06T15:44:37.640859
2025-YY2AV6,6 พ.ค. 68 21:18 น.,"Nathong Restaurant, แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย",เขตห้วยขวาง,แขวงสามเสนนอก,รอรับเรื่อง 16 นาทีที่แล้ว,ตั้งวางกอง ไม่เก็บ ไม่มีมาตรการด้านความปลอดภัย,ดำเนินการ: -,,"ความสะอาด, จุดเสี่ยง, อื่นๆ",0,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-05/c8989bf4fbfeeded282cae2c54f5ef2e.jpg,13.782554098945099,100.58736300070154,kafka,2025-05-06T15:44:37.642859
